repayment_id,loan_id,borrower_id,payment_date,amount_paid_ngn,payment_method,days_past_due,partial_payment
RPYC90B6926,LNC690A5D7,BRW1782ADC2,2023-07-14,47614,Bank Transfer,0,False
RPY6F7FC17D,LN29398359,BRWF14321B4,2023-12-06,27245,Direct Debit,0,True
RPYA1ADB1C9,LN29398359,BRWF14321B4,2023-12-21,20351,Cash Agent,7,False
RPYB30410EF,LN29F72ECF,BRWF14321B4,2023-08-20,7008,Bank Transfer,0,False
RPY335E04D6,LN7CDBE4CC,BRWDDD388FA,2023-09-22,14735,Bank Transfer,0,False
RPYE101C052,LNA530609F,BRW4D09760A,2024-08-22,82009,Direct Debit,0,False
RPY52954C1D,LNF03F6E43,BRW4D09760A,2023-09-01,39614,Direct Debit,0,False
RPY4B0B7CD6,LND126137B,BRW4D09760A,2022-12-06,10192,Direct Debit,0,False
RPYB2C083F7,LNC56672E9,BRW85D69ABF,2022-10-09,27147,Bank Transfer,0,False
RPY4C4559FD,LN406DD0FF,BRW85D69ABF,2023-10-22,52283,Direct Debit,0,True
RPY8CF8FC50,LN406DD0FF,BRW85D69ABF,2023-11-10,82849,Cash Agent,8,False
RPY688E667D,LN51B18B5C,BRW5E9BF8D1,2023-04-25,7210,Cash Agent,0,False
RPY60F9F9F5,LN0D7D7BB4,BRW5E9BF8D1,2023-02-13,161488,Direct Debit,0,False
RPYD433A1B3,LNC3031519,BRW4AE53D49,2023-11-07,134209,USSD,0,False
RPY3E64329A,LNAFB3FBAA,BRW2A0C2013,2023-03-20,134597,USSD,0,False
RPYAE2FBA9D,LN47E50107,BRW2A0C2013,2024-06-01,47886,Bank Transfer,0,False
RPYA529E616,LN01FE2508,BRW2A0C2013,2023-06-13,56646,Direct Debit,0,True
RPY8F8BEC68,LN01FE2508,BRW2A0C2013,2023-06-21,56641,USSD,3,False
RPYE3FC1820,LN08FE4FF9,BRWE7F297D7,2024-01-11,6215,Bank Transfer,0,False
RPY85008DD3,LN200F88A0,BRW37898F02,2024-03-27,55570,Bank Transfer,0,False
RPYAEB07F47,LN62864A77,BRW061B0360,2022-09-08,34288,Bank Transfer,0,False
RPY6BFDE7AF,LNAF4790F5,BRW7CD92E8C,2022-12-05,74865,Cash Agent,0,False
RPYA606F5C2,LND691373B,BRW7CD92E8C,2024-05-09,29984,Bank Transfer,0,False
RPYB2240128,LN9C13F9E8,BRW2E1BAA8E,2023-08-08,18197,Cash Agent,0,False
RPYE926DC89,LN596866FA,BRW2E1BAA8E,2024-01-01,326572,Direct Debit,0,False
RPY9009B0AF,LN4F4A8E68,BRW6D4E91B1,2022-09-14,16433,USSD,0,False
RPYDF6E419A,LNECD0304C,BRW6D4E91B1,2023-02-27,11634,Cash Agent,0,False
RPYAFF55267,LN863F67AE,BRW6D4E91B1,2023-10-11,16742,Direct Debit,0,True
RPY92382FAC,LN863F67AE,BRW6D4E91B1,2023-10-25,12481,Direct Debit,10,False
RPY9A67759A,LNC40A7128,BRW49AF83D4,2024-01-13,109304,Direct Debit,0,False
RPY779382A9,LN3909496C,BRWDF8C35B9,2024-04-11,44772,Direct Debit,0,False
RPYA4DEABEE,LN2AF8DD62,BRW406E0B5E,2024-01-15,11523,USSD,0,False
RPYC421C011,LN5D282142,BRWFEC4131F,2022-08-19,11153,Bank Transfer,0,True
RPY387551E3,LN5D282142,BRWFEC4131F,2022-09-07,7444,USSD,2,False
RPY3B85E69A,LN530CA0B4,BRWFEC4131F,2023-02-18,49857,Cash Agent,0,True
RPY34D28EA5,LN530CA0B4,BRWFEC4131F,2023-03-09,73261,USSD,6,False
RPY2D3FEAF8,LNFCBA4A3C,BRWFEC4131F,2022-12-19,97543,USSD,0,False
RPY18BB4DA8,LN72F9991B,BRW9C2E4870,2024-09-17,3059,Cash Agent,28,True
RPYEAA5B80F,LND7CE0FFC,BRWF0142EB8,2023-11-14,23638,Cash Agent,0,True
RPYA4BE4E4E,LND7CE0FFC,BRWF0142EB8,2023-12-01,21861,Bank Transfer,6,False
RPY6FA177D8,LN09038D0B,BRWF0142EB8,2022-11-19,185231,Direct Debit,0,False
RPY886E7DB2,LNF9CE5306,BRWF0142EB8,2022-11-13,129062,USSD,0,False
RPY91D4D9B6,LN64C921BD,BRW566062D3,2023-11-21,20159,Bank Transfer,0,False
RPY55374A8E,LNB49D71CD,BRW566062D3,2023-06-27,185997,Bank Transfer,0,False
RPYA0C12DE3,LNA4264925,BRWC23E63A9,2024-05-12,16743,USSD,0,False
RPY556712A1,LN23B40E77,BRW2CE80D13,2024-06-07,18969,Direct Debit,0,False
RPY4543885D,LNF62BAA81,BRW2CE80D13,2024-02-23,19432,Bank Transfer,0,False
RPY6A43AC85,LN25F4ECB7,BRW807DFFA9,2024-04-01,7107,Cash Agent,14,True
RPY84017F13,LN336E2503,BRW3DE9AE40,2022-06-26,29318,Cash Agent,0,False
RPYBE85513D,LN8B9301A9,BRWD58A98E1,2024-05-23,24566,Direct Debit,0,False
RPY9BF7BEB7,LN5F194BAA,BRWDDDEAF8C,2024-08-19,11346,Cash Agent,0,True
RPY7D288605,LN5F194BAA,BRWDDDEAF8C,2024-08-29,15180,Direct Debit,7,False
RPY6A21A397,LND0212BDB,BRW6CC306D0,2022-10-15,91657,Cash Agent,0,False
RPY9EC5C3FA,LNDC043400,BRW6CC306D0,2023-02-23,26025,Direct Debit,0,False
RPYFDD2453C,LN8A6F6C4B,BRW8F13057E,2023-05-26,191199,Cash Agent,0,False
RPY261B30A2,LNF55946B7,BRW03064DC0,2022-10-24,244523,Bank Transfer,0,False
RPY0ED07473,LN3E913781,BRWB7432764,2023-03-22,62715,Cash Agent,0,False
RPYDF95DE53,LN8B417D52,BRWB7432764,2023-03-01,3799,Cash Agent,9,True
RPY687FFAF1,LN158380BA,BRW8A8D5078,2023-10-09,342486,USSD,0,False
RPY3B948F5C,LN5DE51C57,BRW1CFD2F4E,2023-04-03,158094,Direct Debit,0,False
RPY42F8750D,LN8A893594,BRW759CF6B6,2024-01-19,15250,USSD,0,True
RPY1E76D162,LN8A893594,BRW759CF6B6,2024-01-31,12753,USSD,9,False
RPY913AA54E,LN923C0BDF,BRW1243A6B1,2023-08-08,25726,Direct Debit,0,False
RPY29302A47,LNF93CC706,BRW1243A6B1,2024-06-26,32431,Bank Transfer,0,True
RPY1EAF07E7,LNF93CC706,BRW1243A6B1,2024-07-12,46957,Bank Transfer,6,False
RPY3702A9BE,LN7E64B101,BRW7176AD99,2022-10-10,68654,Bank Transfer,0,False
RPY0773376D,LND4A344D3,BRW7176AD99,2024-07-29,30158,Direct Debit,0,True
RPY65352805,LND4A344D3,BRW7176AD99,2024-08-10,46456,Cash Agent,5,False
RPYA3261F40,LN8F33F0DC,BRW7B196919,2023-08-01,251612,Cash Agent,0,True
RPY3E204ADE,LN8F33F0DC,BRW7B196919,2023-08-20,109497,Cash Agent,10,False
RPY7ECE31D5,LNC489B3C9,BRW7B196919,2023-07-24,145807,USSD,0,False
RPYC28C5770,LNC5FD73AD,BRW14974A8B,2023-01-03,73074,Direct Debit,0,False
RPY9D2758C0,LNA556764E,BRW7605B482,2024-06-27,370192,Bank Transfer,0,False
RPY8F384138,LNE303F022,BRW7605B482,2024-02-23,130151,Cash Agent,0,False
RPYA99A8F26,LNC52EB05E,BRW79F6E28B,2023-08-10,7075,Bank Transfer,32,True
RPYD2E10437,LN846F1C83,BRW53D15001,2024-05-08,52055,USSD,0,True
RPY2CC31C0A,LN846F1C83,BRW53D15001,2024-05-19,107538,Cash Agent,4,False
RPY18AD640B,LN19B12550,BRW91C05975,2022-11-20,13847,Cash Agent,0,True
RPY8964FCB0,LN19B12550,BRW91C05975,2022-12-09,28043,Cash Agent,2,False
RPYFB3963BB,LN7F36C61D,BRW40EA1AA6,2023-02-26,42805,USSD,0,False
RPYB3480120,LNED7A7510,BRWA2216CAE,2024-06-14,177124,USSD,0,False
RPY0538496E,LN162379DD,BRWBC556D7B,2024-05-26,26017,Bank Transfer,0,False
RPY5C019B08,LN7E197440,BRWBC556D7B,2023-05-15,21992,Cash Agent,0,True
RPYEB95430B,LN7E197440,BRWBC556D7B,2023-06-08,19024,Direct Debit,7,False
RPY16D4E19F,LND338220E,BRW47159866,2024-09-08,113446,Cash Agent,0,False
RPY823012B6,LNA4EDB7D3,BRW47159866,2024-03-30,19143,Cash Agent,0,False
RPYD48C99EB,LNDBE419CA,BRW021A09BE,2023-08-01,49056,Cash Agent,0,False
RPYD7B22083,LN4EFB9AD6,BRWE34C662D,2023-10-09,414827,Direct Debit,0,False
RPYF25C202E,LNCA8C5704,BRWE34C662D,2024-07-24,191809,USSD,0,False
RPY9127A368,LNA2E40276,BRWA74BB65A,2023-10-27,197916,USSD,0,False
RPY65FD8112,LN593C7100,BRWAF48CD18,2024-03-20,31040,Direct Debit,0,True
RPY8683AAD0,LN593C7100,BRWAF48CD18,2024-04-09,32978,USSD,6,False
RPY6667F79F,LN5DBDD412,BRW55D1F014,2024-04-07,16507,USSD,0,False
RPY8F61C3C6,LN4B5C6D2C,BRWA87FEAA9,2024-05-01,163940,USSD,0,False
RPYB79C6262,LND440836F,BRW31C8C112,2023-02-21,401732,Bank Transfer,0,False
RPYCB992339,LNE46A14C8,BRWF2C33FF9,2023-05-15,24196,Direct Debit,0,True
RPY2BD3052F,LNE46A14C8,BRWF2C33FF9,2023-05-26,17348,USSD,7,False
RPY74B087B0,LN0412C28C,BRWF2C33FF9,2023-03-03,113261,Cash Agent,0,False
RPY64EFD5B0,LN8469E503,BRWF2C33FF9,2024-07-02,174492,USSD,0,False
RPYF2845FFA,LN03B4C57E,BRW3443290C,2023-06-02,18481,Cash Agent,0,True
RPY872C463E,LN03B4C57E,BRW3443290C,2023-06-16,8146,Direct Debit,9,False
RPYB3ABF20C,LND92E866B,BRW16C3167F,2023-06-06,38490,Bank Transfer,0,False
RPY8E8AFB3E,LN3E516B9A,BRW16C3167F,2024-07-20,188019,Direct Debit,0,False
RPYD59AEF1B,LN239275EF,BRW0DA90945,2023-12-12,3041,Bank Transfer,57,True
RPY1F82C58B,LN791F33E2,BRWAF486C79,2024-03-01,45660,Cash Agent,0,False
RPY2A028336,LN451E78C4,BRWAF486C79,2024-06-03,2711,USSD,41,True
RPYBC6D2397,LNE34E5C17,BRW249C8037,2023-07-24,28435,Bank Transfer,0,False
RPYD05E759A,LN3467427A,BRWEDA3FF8F,2022-11-22,38499,Bank Transfer,0,False
RPYB52B28F0,LNC9133128,BRW9644D160,2022-09-15,170894,Bank Transfer,0,False
RPY38C7E731,LN00BBBEE8,BRW3AFE9C79,2024-01-23,98467,USSD,0,False
RPY02C8AEF0,LN7FE49CA1,BRW98583B36,2024-05-08,51493,USSD,0,False
RPY270D083C,LND5F1199B,BRW1A396276,2024-01-02,7748,Bank Transfer,0,True
RPY181F6D66,LND5F1199B,BRW1A396276,2024-01-25,7610,Bank Transfer,1,False
RPYF1ACF497,LN36617130,BRW1A396276,2023-04-22,27337,Cash Agent,0,True
RPY33EA92F3,LN36617130,BRW1A396276,2023-05-09,16562,Bank Transfer,5,False
RPY384913E3,LN1A77677A,BRW6F7FCD53,2024-07-18,499985,Direct Debit,0,False
RPYB4609499,LNCD21513E,BRW6F7FCD53,2024-04-05,179603,Bank Transfer,0,False
RPY7A413669,LN9D219201,BRW6F7FCD53,2023-06-01,17341,Direct Debit,0,True
RPY8F8198EC,LN9D219201,BRW6F7FCD53,2023-06-07,8422,Bank Transfer,3,False
RPYE461834B,LN90D86C08,BRWF2B3FA3E,2023-07-29,181133,Cash Agent,0,False
RPY768A2548,LN4E8AEFBB,BRWF2B3FA3E,2023-11-22,18346,Cash Agent,0,True
RPY7511229C,LN4E8AEFBB,BRWF2B3FA3E,2023-12-02,19356,USSD,10,False
RPYB7200BD4,LN71F1E8F8,BRW900F9B85,2024-01-27,14180,Cash Agent,0,True
RPY29420E66,LN71F1E8F8,BRW900F9B85,2024-02-05,12467,Cash Agent,8,False
RPY21B1D3E3,LN07C3AA28,BRW900F9B85,2023-07-27,22213,Direct Debit,0,False
RPY54012197,LNFDEA1862,BRW900F9B85,2023-04-21,31503,Bank Transfer,0,False
RPYE455C3C1,LNA6912996,BRW0681E549,2023-02-18,38541,Bank Transfer,0,False
RPY2729E048,LN9BBCBB9B,BRW0681E549,2023-04-11,157737,USSD,0,False
RPYFFEAF617,LN8B3935B3,BRWA2D0F54C,2023-08-14,4541,USSD,0,True
RPY3351E481,LN8B3935B3,BRWA2D0F54C,2023-09-05,5609,Bank Transfer,8,False
RPY6FFB5C25,LNFABB7110,BRW8B307A1C,2023-01-01,19786,Cash Agent,0,False
RPY84B2A845,LN3F30CD28,BRW8B307A1C,2023-11-13,59899,Cash Agent,0,False
RPYE726B4BE,LN3C6DDB8D,BRW5EC6B147,2022-11-20,51565,Bank Transfer,0,False
RPY245C839B,LNB124B21E,BRWBB509F13,2023-10-11,39699,Direct Debit,0,False
RPY8964831F,LN3D552A2F,BRWB5F7AA2D,2022-10-19,96323,Direct Debit,0,False
RPY8C5BDCC7,LNCA1C52E6,BRW30E4C976,2023-05-11,8564,USSD,0,False
RPY8206828A,LN00FD94B4,BRW30E4C976,2023-05-20,479658,Bank Transfer,0,False
RPY477BCD4A,LN48D64907,BRW30E4C976,2024-08-09,13457,USSD,0,False
RPY748E5B8E,LNCB1ACEE4,BRW52350895,2023-12-12,68315,USSD,0,False
RPYEDA5D43C,LNDBF9E2CE,BRW17759ABB,2022-08-16,138356,Direct Debit,0,False
RPY4E409321,LNEE334994,BRW4CF5A729,2023-10-12,10222,Direct Debit,0,True
RPY1E0AAA01,LNEE334994,BRW4CF5A729,2023-10-26,4718,Bank Transfer,5,False
RPY978E1796,LN6F855933,BRW4CF5A729,2022-08-06,28576,Bank Transfer,0,False
RPY4C75F6D4,LN027E5DB9,BRWF04A33BF,2023-04-06,55144,USSD,0,False
RPYDEF5003B,LNFEE243F0,BRW7A5A139A,2022-11-28,8335,Bank Transfer,0,False
RPY1090C556,LN8843688C,BRW98316B10,2024-07-28,110671,USSD,0,False
RPYE118504F,LN1C5C82B7,BRW2FBD70CD,2024-06-29,39975,Cash Agent,0,False
RPYE69349FF,LNBFFCA7F1,BRW2FBD70CD,2023-04-15,63354,Bank Transfer,0,False
RPYBAAEA74A,LN037C92D2,BRWC7C306C6,2024-01-16,34848,Bank Transfer,0,False
RPYADE47DC8,LN6ED46D91,BRWC7C306C6,2024-04-23,130989,Cash Agent,0,True
RPY7EBC313A,LN6ED46D91,BRWC7C306C6,2024-05-07,240859,Bank Transfer,9,False
RPY359610AD,LN03B2D82E,BRWA9C77EF4,2023-12-18,36766,Bank Transfer,0,False
RPY415F973C,LNDB1AAC66,BRWA9C77EF4,2022-12-05,8779,Direct Debit,0,True
RPY95C6C0E7,LNDB1AAC66,BRWA9C77EF4,2022-12-17,10881,Bank Transfer,2,False
RPY996DEAAE,LNA553249B,BRW54F2F41D,2022-08-11,26592,USSD,0,False
RPY187E59A9,LNE6302E23,BRW443523A5,2024-08-18,165984,USSD,0,True
RPY5C3A1E0D,LNE6302E23,BRW443523A5,2024-09-04,143207,USSD,4,False
RPY556472FF,LN3567E84E,BRW443523A5,2022-07-16,4811,Bank Transfer,0,True
RPY5CA97281,LN3567E84E,BRW443523A5,2022-07-27,6256,Direct Debit,10,False
RPY3CBE7EA8,LN6DC235EA,BRW5FF0FC68,2023-06-23,105795,Cash Agent,0,False
RPYC0D83DAC,LN1274F2E7,BRWC5C44687,2024-01-25,43267,USSD,0,False
RPYEEC970B7,LN839A5B63,BRWC5C44687,2023-01-01,16676,USSD,0,False
RPYFAADBA34,LN8F2CE874,BRWF2CCA066,2022-11-30,13067,Direct Debit,0,False
RPY32CA30EB,LN48022AD4,BRW86FDC568,2022-09-09,152072,Cash Agent,0,False
RPY04F0FA26,LNF4263D5A,BRW86FDC568,2024-05-21,130278,Direct Debit,0,False
RPY05827735,LN36DC1EA6,BRW86FDC568,2023-06-16,257076,Direct Debit,0,False
RPY14B5118F,LN071B4234,BRWEE90D8C6,2023-09-26,118841,Bank Transfer,0,True
RPYFAA672A2,LN071B4234,BRWEE90D8C6,2023-10-04,56706,Direct Debit,1,False
RPY13EB3E5B,LN333CFBFD,BRW540A47BF,2023-01-03,113092,Cash Agent,0,False
RPYEB51AA03,LND5517F46,BRWFB85E8DC,2024-08-12,435,Direct Debit,38,True
RPY41A005EF,LNE3B70F31,BRWC253F682,2023-07-21,172501,USSD,0,False
RPY38CC282E,LNA5F61CB7,BRW048387D9,2023-11-29,32959,USSD,0,False
RPYA9F9D8DA,LNF0072081,BRWBE3DF20F,2024-03-08,30376,Bank Transfer,0,False
RPYFD07D98F,LNC31DA0DF,BRWE36024FE,2022-12-11,8076,USSD,0,False
RPY4E063B83,LN36F388B2,BRW08D29556,2022-10-09,35200,Cash Agent,0,True
RPY2436A71F,LN36F388B2,BRW08D29556,2022-10-17,49971,Direct Debit,6,False
RPY54A4A973,LN5E0E71C7,BRW8CCF389E,2024-06-25,169552,Bank Transfer,0,False
RPY1F405019,LN174904E3,BRW1ECF32E5,2023-10-03,32198,Direct Debit,0,False
RPY3E7616B7,LN324C1E5C,BRWFB9DA09A,2024-07-12,18870,Cash Agent,0,False
RPYCB661DE8,LN5FA9F7CC,BRW1B543A26,2024-09-17,39464,Bank Transfer,0,False
RPYA77BC854,LN97EBE457,BRW3597395A,2022-09-21,33810,Bank Transfer,0,False
RPY1A04A8EA,LN4E7AD8F2,BRW3597395A,2023-05-29,66816,USSD,0,True
RPYC7F9F8E1,LN4E7AD8F2,BRW3597395A,2023-06-14,53990,Cash Agent,6,False
RPYA9D340DA,LN7040AE20,BRW3597395A,2022-10-22,40692,USSD,0,False
RPYF129E8C2,LNDA1F14E3,BRW22B32F94,2023-07-13,177345,Bank Transfer,0,False
RPYFB46C6B4,LNEB866570,BRW2E914FED,2023-04-15,26895,Cash Agent,0,False
RPY40318C81,LN44AB9754,BRW2E914FED,2023-10-01,32526,Bank Transfer,0,False
RPY583A130B,LND6C35679,BRW35837F9A,2022-12-14,196040,Bank Transfer,0,False
RPY30AB391B,LN9602A902,BRWD1CB6380,2024-01-29,44703,Bank Transfer,0,False
RPY2265E554,LNA5330E20,BRW5C0D0601,2023-01-07,33228,Cash Agent,0,False
RPY874AF60A,LN58FAD217,BRW5C0D0601,2024-03-23,178612,Bank Transfer,0,False
RPY59F8E710,LN0FD1DE97,BRW4E6D29F2,2023-07-18,10056,Bank Transfer,0,False
RPY614CC445,LN5296C136,BRW8FB627B5,2022-08-30,7376,Cash Agent,0,False
RPYC5AEF444,LNC22F3049,BRW8FB627B5,2023-05-26,25380,Bank Transfer,0,False
RPY4DE8C393,LN002BADE8,BRW6C9843CC,2024-09-09,66437,USSD,0,True
RPY3794F87C,LN002BADE8,BRW6C9843CC,2024-09-27,135791,Cash Agent,6,False
RPY54F08BE2,LNB6D04E78,BRWE99E0C1E,2024-01-28,23786,Direct Debit,0,True
RPY2C9E82FA,LNB6D04E78,BRWE99E0C1E,2024-02-15,11213,USSD,5,False
RPYB3AFB3BE,LNC54EBBB5,BRWF5E91DC2,2023-03-16,35040,Bank Transfer,0,False
RPYDEA6333B,LNDA418561,BRW20409ACF,2024-07-29,8989,Direct Debit,0,False
RPY06D2647F,LNAA50F9D1,BRW579ADF8E,2022-12-02,89070,Direct Debit,0,True
RPY0FABFC06,LNAA50F9D1,BRW579ADF8E,2022-12-13,53299,USSD,4,False
RPYB7A36091,LN6ECA47EF,BRWCA3923D5,2024-01-15,41947,Direct Debit,0,False
RPY5FF55968,LNC1D2D239,BRWCA3923D5,2022-09-19,21128,Bank Transfer,0,False
RPYB4747419,LNE992D925,BRWD62466D0,2022-11-12,7991,Cash Agent,0,True
RPYBFE41C2F,LNE992D925,BRWD62466D0,2022-11-27,17265,Direct Debit,9,False
RPY7741D10B,LN5262F2EA,BRWD62466D0,2022-07-29,23406,USSD,0,True
RPY0713A667,LN5262F2EA,BRWD62466D0,2022-08-18,12556,Cash Agent,6,False
RPY9FE362FD,LNCAF8BD9A,BRW6B2FDC73,2022-08-21,44088,Bank Transfer,0,False
RPY1006004C,LN40ACDABF,BRWD538300F,2024-03-26,12936,Cash Agent,0,False
RPYBABBA1F1,LN3216DF30,BRW07A4B7E3,2024-08-05,38798,Cash Agent,0,False
RPY44C2FEE6,LN21DDC990,BRW07A4B7E3,2024-09-20,39654,USSD,0,False
RPYA276C5EF,LN8CB4A783,BRWC7030F5B,2024-08-11,18407,Bank Transfer,0,False
RPYDEEF9AC4,LN89842355,BRW92270678,2023-01-13,20685,Direct Debit,0,False
RPY49B5DFA8,LN917FE974,BRW92270678,2023-05-29,35971,Bank Transfer,0,False
RPYD0CDBF79,LN47FBF08C,BRW92270678,2023-07-27,5273,Cash Agent,0,True
RPYF3600702,LN47FBF08C,BRW92270678,2023-08-12,9700,USSD,3,False
RPYB7302E8E,LN7301F548,BRWDC268CCA,2024-08-17,21101,Direct Debit,0,True
RPYC79373B9,LN7301F548,BRWDC268CCA,2024-08-31,13765,Cash Agent,1,False
RPYA980DB76,LNF1691E2D,BRWDC268CCA,2024-06-13,84117,Bank Transfer,0,False
RPY7B5B6F39,LN36D7F47E,BRW6F2A0135,2022-08-07,37183,USSD,0,False
RPYDCF96979,LN486B561F,BRWCA62797F,2023-01-10,100021,Direct Debit,0,False
RPYB07F5000,LNA3074022,BRWCA62797F,2023-05-03,78215,Direct Debit,0,False
RPYD8106784,LNB890DEA7,BRWBEEE0BCA,2023-12-05,14621,USSD,0,False
RPY384CE600,LN70B3810F,BRWBEEE0BCA,2022-12-14,167004,Cash Agent,0,False
RPYBEA6AC5B,LN6594B8A5,BRWE99B3C12,2023-01-03,47441,Bank Transfer,0,False
RPY70A0F642,LNB7743B72,BRW8DBCDE65,2022-09-02,32723,Bank Transfer,0,False
RPYEFD3C1A5,LN62D5A281,BRWFC4F8C80,2022-12-22,32797,Cash Agent,0,False
RPY9A19EF50,LNC01621EB,BRWFC4F8C80,2022-09-25,265660,Direct Debit,0,False
RPY1E990439,LN5DFB05E2,BRW1152FD03,2022-12-12,59508,Bank Transfer,0,True
RPY90ED41CC,LN5DFB05E2,BRW1152FD03,2022-12-26,77237,Cash Agent,4,False
RPY193DA1C6,LN166771A9,BRW1152FD03,2023-10-19,49804,Cash Agent,0,False
RPY5E36E2CC,LN15074EB7,BRWEC8E1AFF,2023-10-30,10822,Direct Debit,0,False
RPY68B7409A,LND10E6C45,BRWEC8E1AFF,2024-03-30,97962,USSD,0,True
RPYBFD4C312,LND10E6C45,BRWEC8E1AFF,2024-04-19,68972,USSD,9,False
RPY6E1B2BC2,LN447D5705,BRW207C17C2,2023-07-10,22216,USSD,0,False
RPY97ADAF77,LNE07AF351,BRW207C17C2,2023-06-26,19976,Direct Debit,0,False
RPYA23E723A,LN89808498,BRW627BC9D0,2022-09-26,12771,Bank Transfer,0,False
RPY6103A870,LN14E6A648,BRW0169EE04,2022-09-29,425253,Cash Agent,0,False
RPY35A38E43,LN0D1EE853,BRWC4FE3B4E,2023-08-30,118201,USSD,0,True
RPY298C0C72,LN0D1EE853,BRWC4FE3B4E,2023-09-10,50709,Bank Transfer,10,False
RPY6B239E65,LNEBE3B90B,BRW3A6BB03E,2023-08-08,100484,Cash Agent,0,False
RPY2798B10C,LNCB26722D,BRW86640F74,2024-06-03,177201,Cash Agent,0,False
RPYD25E4AA0,LN6F05D661,BRWF3375272,2023-09-29,134405,Cash Agent,0,False
RPYEEADDDDA,LNF8DE15BB,BRWF3375272,2024-06-24,159540,USSD,0,False
RPY468C84C6,LN81B53720,BRWA8D46EF0,2022-08-27,8308,Direct Debit,0,False
RPYBE924EF5,LNA2982DF1,BRW718F11E6,2024-04-02,30378,Cash Agent,0,False
RPYF9DBA53D,LND099C91B,BRW359F937F,2023-11-17,38627,Direct Debit,0,False
RPY375E11BC,LN142A9107,BRW359F937F,2023-11-13,169347,Direct Debit,0,False
RPY177120EA,LN55EE10A8,BRW359F937F,2022-12-26,298250,Bank Transfer,0,False
RPY61812F04,LN104756BA,BRWD87F2299,2022-11-04,177960,Direct Debit,0,False
RPY64A47300,LN85BAF248,BRW553CEB63,2023-03-03,148674,Direct Debit,0,True
RPY09BB81EF,LN85BAF248,BRW553CEB63,2023-03-24,147015,Cash Agent,3,False
RPY31A07E49,LN2CDDF22B,BRW553CEB63,2024-06-07,395927,Bank Transfer,0,False
RPY01D7F9C9,LNC6A093E7,BRWF163719D,2022-12-28,45059,USSD,0,False
RPYB57F6E7C,LN82A42D80,BRWF163719D,2022-07-01,33842,Direct Debit,0,False
RPY3F2E3DC0,LN81911B5B,BRW16803E5A,2023-12-16,333673,Cash Agent,0,False
RPY6FDE21B0,LN9DA14796,BRW0534962C,2022-08-20,39251,USSD,0,False
RPY8128444B,LN71B7C0AE,BRWC837D15F,2023-08-18,120905,USSD,0,False
RPYBF7AFF7F,LNDA8726AD,BRWC837D15F,2022-07-16,13931,Direct Debit,0,False
RPYD8275CB2,LND3C1E708,BRWC837D15F,2024-07-13,189331,Bank Transfer,0,False
RPY0B9E8B19,LN16C08543,BRW0F08994F,2024-07-29,18009,Direct Debit,0,False
RPY163F02C5,LN86864EFE,BRW0F08994F,2022-10-24,101367,Bank Transfer,0,True
RPY3DAB6B42,LN86864EFE,BRW0F08994F,2022-11-07,73752,Cash Agent,6,False
RPYEB28C1B3,LN535EC7A2,BRW4F060DD4,2023-10-16,133828,Bank Transfer,0,False
RPY70B4E823,LNFD4B904C,BRW33E33626,2023-01-18,230961,USSD,0,True
RPYCD9E0796,LNFD4B904C,BRW33E33626,2023-02-04,139903,Direct Debit,6,False
RPYD959C226,LN6B8D716D,BRW2187CDBE,2022-07-11,135380,Bank Transfer,0,False
RPYBEBAF445,LN787D774D,BRW1DE8995C,2023-03-22,32168,Bank Transfer,0,True
RPY54981472,LN787D774D,BRW1DE8995C,2023-04-05,17313,Direct Debit,5,False
RPY745F3489,LN8299943A,BRW1DE8995C,2022-12-26,25700,Direct Debit,0,True
RPY68C2D802,LN8299943A,BRW1DE8995C,2023-01-10,30408,Cash Agent,8,False
RPYA7756E76,LNA403181E,BRWF875FAD2,2022-11-19,35158,Bank Transfer,0,False
RPYCA8CA72D,LNF90659A7,BRWF875FAD2,2024-07-10,128838,USSD,0,False
RPY0886B8E6,LN256396DF,BRW2545E61E,2024-06-06,71356,Direct Debit,0,True
RPY04814A2F,LN256396DF,BRW2545E61E,2024-06-23,89120,Direct Debit,4,False
RPY0BEE217B,LN52DD23E8,BRW2545E61E,2023-12-24,14165,Cash Agent,0,True
RPY2B9BEB57,LN52DD23E8,BRW2545E61E,2024-01-03,25242,Cash Agent,4,False
RPY028F4CD0,LNA80C597B,BRW63774675,2023-01-27,108460,Bank Transfer,0,False
RPY434C7636,LN4C387C00,BRW62CECE2F,2023-12-11,30488,USSD,0,False
RPYDB1D4328,LNCCF6C7B4,BRW62CECE2F,2022-12-05,103874,Cash Agent,0,False
RPY78E14469,LNED29AD79,BRW929B1FB2,2024-07-09,8710,Direct Debit,0,True
RPY365F64DC,LNED29AD79,BRW929B1FB2,2024-07-30,10032,Cash Agent,3,False
RPYA17A47B9,LNB58BADE7,BRWF61C23C3,2022-10-28,14548,Bank Transfer,0,False
RPY9FA0A8E5,LNA3E49AA2,BRW44A731A6,2024-07-15,32624,Bank Transfer,0,False
RPY19543CF0,LN2EA9AA5B,BRW44A731A6,2022-12-26,7265,Bank Transfer,0,False
RPY7C650ECE,LN3BCF81DF,BRWE9314176,2022-11-29,5237,Direct Debit,0,False
RPY2E1AC479,LN93BC1487,BRWBAE2413C,2023-08-27,137476,Direct Debit,0,False
RPYE63F1B4C,LN4204B83E,BRW4B79D623,2022-12-02,45510,USSD,0,True
