borrower_id,age,gender,state,employment_type,monthly_income_est,bvn_verified,signup_date,acquisition_channel
BRW67FC6E04,22,F,Imo,Salaried,442124,True,2022-06-27,Organic
BRW6B9DCC55,38,F,Enugu,Salaried,298095,True,2022-08-03,Social Media
BRW21778DA6,64,M,Kano,Self-Employed,108369,True,2024-05-30,Agent
BRWE86F68FA,18,M,Rivers,Salaried,305769,True,2022-08-18,Social Media
BRW093EE63D,64,M,Plateau,Gig Worker,120843,True,2024-07-06,Organic
BRW05140CB6,44,M,Lagos,Self-Employed,215501,False,2023-03-25,Referral
BRW65417050,62,M,Ogun,Gig Worker,147750,True,2024-05-28,Agent
BRWBAF93D4D,53,M,Abuja,Salaried,135265,False,2024-07-21,Social Media
BRW6461C230,46,M,Katsina,Gig Worker,119872,False,2022-06-07,Referral
BRW24269DF0,26,M,Delta,Salaried,185848,True,2022-01-07,Organic
BRW29821FB6,52,M,Oyo,Salaried,344777,True,2024-02-12,Social Media
BRWEA1C08F6,40,F,Delta,Salaried,474897,True,2022-05-22,Referral
BRW03184C73,29,F,Anambra,Self-Employed,160259,True,2023-01-06,Agent
BRW2026DF63,30,F,Abuja,Gig Worker,114060,True,2022-11-19,Social Media
BRW31C2EC17,49,F,Imo,Self-Employed,143092,False,2022-06-04,Agent
BRW94A6BF4A,19,F,Plateau,Self-Employed,227005,True,2022-10-30,Social Media
BRW1BE52A5F,57,M,Katsina,Gig Worker,134497,True,2022-12-19,Organic
BRWDF6D5A11,25,M,Delta,Self-Employed,281290,True,2022-07-30,Agent
BRW8B1BAA67,39,F,Plateau,Self-Employed,155905,True,2023-10-27,Social Media
BRW716D0CA7,22,M,Delta,Salaried,99383,True,2024-01-28,Agent
BRW7C46B01C,34,M,Anambra,Self-Employed,96029,True,2022-12-15,Referral
BRWF2309658,22,M,Oyo,Salaried,497647,True,2024-03-03,Social Media
BRWE05559F7,30,M,Kaduna,Self-Employed,231885,True,2023-06-04,Social Media
BRWEE7E7E49,19,M,Ogun,Gig Worker,36351,True,2023-04-10,Social Media
BRWEE067808,23,F,Plateau,Gig Worker,96230,False,2023-11-13,Social Media
BRW26773CD6,37,F,Edo,Self-Employed,114589,True,2023-11-20,Organic
BRW53E5B5F7,28,M,Ogun,Gig Worker,33792,True,2024-03-08,Social Media
BRW48E6113E,20,M,Abuja,Gig Worker,128584,True,2024-06-28,Organic
BRWDFD842C0,23,M,Ogun,Salaried,434849,True,2024-03-08,Social Media
BRWB03A6B26,24,Unspecified,Katsina,Self-Employed,150997,False,2023-05-17,Referral
BRW050FAB80,29,M,Katsina,Salaried,345177,True,2024-09-18,Referral
BRW9B394537,55,M,Lagos,Salaried,191485,True,2024-08-24,Social Media
BRW1A143EAA,59,M,Kaduna,Salaried,294234,True,2022-02-11,Social Media
BRW4C61FD24,20,M,Enugu,Salaried,276324,True,2022-05-27,Organic
BRWB631BF3B,37,F,Rivers,Salaried,239993,True,2024-01-28,Social Media
BRWAF327E82,21,M,Ogun,Salaried,103426,True,2023-04-09,Agent
BRWF9F76DEA,50,F,Kano,Self-Employed,228752,True,2023-06-01,Referral
BRWB0B1D685,49,F,Kaduna,Gig Worker,39527,True,2023-10-02,Referral
BRWC399540D,29,M,Lagos,Salaried,287301,False,2024-06-30,Social Media
BRW30B0AFB1,24,F,Ogun,Salaried,166829,True,2024-03-01,Referral
BRW8136CDFF,35,M,Ogun,Salaried,373261,True,2024-02-15,Organic
BRW2B142B67,36,M,Lagos,Salaried,329474,True,2024-08-16,Social Media
BRW8110F19C,62,M,Katsina,Salaried,187901,False,2023-08-17,Social Media
BRW1D6B2038,52,F,Enugu,Self-Employed,145328,False,2022-01-24,Social Media
BRWAB4094D0,22,M,Oyo,Salaried,356772,True,2024-09-30,Organic
BRW1E83116F,22,F,Kano,Salaried,213984,True,2023-02-22,Referral
BRW79516CF4,19,M,Delta,Unemployed,0,True,2022-05-26,Social Media
BRW6B46B53F,26,F,Lagos,Self-Employed,256987,True,2024-02-10,Social Media
BRWABAE043E,23,M,Abuja,Self-Employed,172231,True,2022-11-22,Social Media
BRW0F336377,29,F,Plateau,Self-Employed,146822,False,2022-10-03,Social Media
BRW4D608A53,37,F,Borno,Salaried,480020,True,2023-08-05,Social Media
BRWB6816213,20,F,Kano,Self-Employed,93335,True,2022-06-22,Referral
BRWD8692146,34,F,Lagos,Self-Employed,278942,True,2023-04-21,Agent
BRW774AEE6F,39,M,Plateau,Gig Worker,41939,False,2022-10-07,Social Media
BRW2A4380EA,54,F,Rivers,Self-Employed,132122,True,2023-06-07,Organic
BRWFBE9FF9A,22,M,Delta,Self-Employed,58333,True,2024-04-30,Organic
BRWA28A6ABF,35,M,Anambra,Salaried,306472,False,2022-11-22,Agent
BRWE70189CF,61,F,Enugu,Self-Employed,296806,True,2023-11-10,Agent
BRW35C4960C,26,M,Plateau,Self-Employed,197158,True,2023-10-24,Agent
BRW3D7BA386,38,F,Delta,Salaried,85021,True,2023-12-15,Referral
BRWFBBA1F29,49,F,Imo,Self-Employed,246387,True,2022-02-01,Agent
BRWD0C71CF2,52,M,Edo,Self-Employed,72352,True,2023-09-08,Social Media
BRWC296A55F,22,Unspecified,Abuja,Gig Worker,111361,True,2024-08-16,Organic
BRW3786F355,18,M,Plateau,Gig Worker,119407,True,2022-07-16,Organic
BRW5DAE6F73,39,M,Enugu,Salaried,456338,False,2022-02-07,Organic
BRW4A81980A,58,M,Edo,Gig Worker,47405,True,2022-04-24,Agent
BRWDEA816F9,36,M,Katsina,Self-Employed,184647,True,2023-11-30,Referral
BRW9D48ADEE,22,M,Oyo,Self-Employed,235552,False,2024-05-26,Organic
BRWF04F7C0D,34,F,Lagos,Gig Worker,45146,False,2023-12-11,Referral
BRWC44FBADF,39,M,Delta,Gig Worker,135749,True,2024-08-23,Referral
BRW86EE4732,55,M,Imo,Salaried,293320,True,2023-05-23,Social Media
BRW655E97E4,48,M,Plateau,Gig Worker,49431,True,2023-04-05,Social Media
BRWE341CF0C,28,F,Katsina,Salaried,379798,True,2023-12-08,Social Media
BRW433A2961,19,M,Abuja,Salaried,166235,True,2022-04-10,Organic
BRWA7A9C95C,30,F,Kaduna,Salaried,497973,False,2022-09-11,Organic
BRW68688559,23,F,Anambra,Salaried,108538,True,2024-08-24,Organic
BRW8F5FF180,38,F,Ogun,Self-Employed,65079,True,2024-09-24,Organic
BRWB1107156,18,M,Kano,Salaried,443522,True,2024-04-01,Social Media
BRW018CD377,25,M,Lagos,Self-Employed,57246,True,2022-10-29,Referral
BRW6291CD79,29,M,Ogun,Self-Employed,147769,True,2023-10-01,Organic
BRWC44D74AE,28,F,Abuja,Gig Worker,135335,True,2024-08-18,Referral
BRW30352B97,18,M,Abuja,Self-Employed,194091,True,2024-01-01,Organic
BRW1FE39C21,50,M,Anambra,Salaried,380528,True,2023-03-08,Social Media
BRW5F44B2D2,39,F,Lagos,Salaried,152180,True,2023-08-22,Social Media
BRWCB435D29,62,F,Anambra,Gig Worker,60788,True,2022-05-31,Social Media
BRW6C61104E,38,M,Imo,Salaried,84237,True,2022-02-28,Organic
BRW84BEA89C,52,M,Rivers,Self-Employed,54314,False,2023-10-18,Agent
BRW0538FEB3,50,M,Katsina,Salaried,430151,False,2023-09-07,Referral
BRW9635FE34,55,F,Delta,Self-Employed,127991,True,2022-04-18,Social Media
BRWD7F81BE3,50,F,Imo,Salaried,195031,True,2022-08-24,Social Media
BRW945B3F14,23,F,Kaduna,Self-Employed,241417,True,2023-01-20,Organic
BRW9256AA5A,22,M,Anambra,Unemployed,0,True,2022-10-25,Social Media
BRW18C72FDF,40,M,Rivers,Unemployed,0,True,2022-08-13,Agent
BRW63490B56,46,M,Rivers,Salaried,370720,True,2024-05-13,Organic
BRW07F6ADC0,20,M,Borno,Gig Worker,37988,False,2022-12-13,Agent
BRWFF191277,25,F,Anambra,Salaried,275218,False,2023-10-01,Agent
BRWCDB61DC7,56,F,Kano,Salaried,155724,True,2022-07-16,Social Media
BRW0932FCF5,44,Unspecified,Rivers,Salaried,305202,False,2024-02-21,Referral
BRWFDAB4AF1,22,M,Rivers,Self-Employed,246985,True,2024-03-25,Organic
BRW1C42F37D,21,F,Rivers,Self-Employed,193113,True,2024-03-14,Social Media
BRWED306B94,42,M,Plateau,Salaried,346660,True,2023-06-06,Social Media
BRW24BCACB5,34,M,Katsina,Salaried,453548,True,2024-09-05,Social Media
BRW9861B081,24,F,Imo,Self-Employed,281483,True,2022-08-13,Agent
BRW8DCECDEA,31,M,Plateau,Salaried,194606,True,2022-06-10,Agent
BRW6BC6178B,28,F,Oyo,Self-Employed,75213,True,2022-12-27,Organic
BRWABE65617,19,M,Enugu,Self-Employed,128178,True,2023-01-12,Referral
BRW2E8447CE,25,M,Oyo,Self-Employed,87072,True,2023-01-03,Agent
BRW52AD3458,25,F,Borno,Self-Employed,183301,True,2022-08-22,Organic
BRWF93F70D9,19,M,Imo,Salaried,185018,True,2022-11-06,Referral
BRWFE0F00FE,49,F,Kano,Gig Worker,44987,False,2024-02-10,Referral
BRW482C3C39,35,M,Edo,Salaried,483741,True,2023-02-18,Agent
BRWD7ADCE71,53,M,Anambra,Gig Worker,21558,False,2024-09-01,Organic
BRWBC0AAFE5,29,M,Rivers,Salaried,472763,True,2024-03-15,Social Media
BRW03A614B5,32,F,Kaduna,Gig Worker,64650,False,2023-03-16,Referral
BRW3AE67C7D,44,F,Lagos,Salaried,315914,True,2023-08-15,Agent
BRWE9085B99,25,F,Edo,Gig Worker,85509,True,2022-08-19,Social Media
BRW9AE64E21,43,F,Oyo,Self-Employed,244116,True,2022-01-24,Social Media
BRW148BCE67,18,F,Borno,Salaried,253146,True,2023-09-15,Social Media
BRW315A5EC1,28,M,Anambra,Self-Employed,288694,True,2023-05-02,Organic
BRW1944F97C,36,M,Kano,Self-Employed,274551,True,2023-07-21,Organic
BRW2894BFD1,53,M,Abuja,Self-Employed,47035,False,2023-01-31,Organic
BRW677FBC84,23,M,Kaduna,Gig Worker,29172,True,2022-06-25,Social Media
BRW412F3F08,58,M,Anambra,Self-Employed,299416,True,2024-01-31,Organic
BRW70D2D060,61,F,Oyo,Gig Worker,37030,True,2023-12-28,Referral
BRW5FEB026F,21,F,Anambra,Self-Employed,121346,True,2023-04-15,Organic
BRW62F6A58C,18,F,Ogun,Salaried,113538,True,2023-06-23,Social Media
BRWE578A539,36,F,Katsina,Self-Employed,161292,True,2023-10-24,Agent
BRW11F5D329,31,F,Delta,Gig Worker,113277,True,2024-04-09,Referral
BRW64E3502F,29,F,Enugu,Salaried,403871,True,2023-11-06,Organic
BRWCC6763E5,36,M,Plateau,Self-Employed,287906,False,2022-10-08,Agent
BRWA598B105,34,F,Katsina,Gig Worker,28748,False,2024-07-19,Social Media
BRW60403FBD,64,M,Abuja,Self-Employed,136660,True,2024-03-09,Social Media
BRW3FAA5F91,31,M,Lagos,Salaried,345323,True,2023-12-13,Referral
BRWB5A6F082,31,F,Delta,Salaried,289370,True,2022-09-14,Organic
BRW25C78C1C,59,M,Enugu,Salaried,472521,True,2023-07-16,Referral
BRW9E688FA7,45,F,Edo,Self-Employed,163414,True,2024-05-08,Organic
BRWC66F0B2F,20,F,Kano,Salaried,360312,True,2024-02-21,Organic
BRW2EECFECD,24,M,Lagos,Self-Employed,86645,False,2023-06-30,Organic
BRWAEA9419D,44,M,Imo,Gig Worker,126366,True,2024-07-07,Organic
BRW61BA4650,44,M,Borno,Self-Employed,196815,True,2022-07-26,Agent
BRW82BA6F49,28,M,Lagos,Salaried,127912,False,2022-12-12,Referral
BRW9766AD54,43,F,Edo,Salaried,130647,True,2024-01-12,Organic
BRWEACC6CC2,29,M,Imo,Salaried,251516,True,2022-08-01,Agent
BRWFFECFCCF,29,M,Kaduna,Self-Employed,100924,True,2022-01-16,Social Media
BRWC159BAE2,25,M,Imo,Self-Employed,160265,True,2023-10-28,Referral
BRW69EA929F,19,M,Ogun,Gig Worker,73883,True,2022-04-15,Referral
BRW3979597B,51,F,Ogun,Unemployed,0,True,2023-10-09,Referral
BRW783506A5,43,M,Borno,Unemployed,0,False,2022-11-22,Agent
BRW1D3AE65A,42,F,Ogun,Salaried,89253,True,2023-06-08,Referral
BRWF9CF00C7,23,M,Lagos,Self-Employed,299098,True,2024-07-07,Organic
BRW25070E1C,23,F,Lagos,Self-Employed,103844,True,2023-05-26,Organic
BRWD1211884,21,M,Katsina,Salaried,99874,True,2024-08-26,Social Media
BRW7681EE57,56,F,Borno,Salaried,246481,True,2024-03-21,Agent
BRWD4A6AD8B,41,M,Katsina,Salaried,92422,True,2022-09-06,Organic
BRW92BDB30A,19,F,Rivers,Unemployed,13137,True,2023-01-26,Social Media
BRW960292FB,22,F,Abuja,Self-Employed,56938,False,2022-02-23,Referral
BRWCB048642,21,M,Anambra,Salaried,128108,False,2024-08-12,Organic
BRW32D71092,33,M,Katsina,Self-Employed,162440,True,2023-03-11,Organic
BRW9962A4B6,24,F,Rivers,Salaried,315023,True,2024-03-11,Social Media
BRWC46262AF,61,M,Enugu,Self-Employed,139016,True,2023-09-17,Referral
BRW56B1DA1F,48,M,Borno,Gig Worker,124013,True,2024-05-24,Organic
BRWF313BA95,58,M,Katsina,Salaried,361646,True,2023-01-25,Social Media
BRWEEA3BAB4,31,M,Kaduna,Self-Employed,198865,True,2023-04-26,Organic
BRW7D44CCAF,59,F,Kaduna,Salaried,342510,True,2024-08-05,Social Media
BRW2D9D9F32,29,M,Imo,Gig Worker,70336,False,2022-03-14,Social Media
BRWF9F8306F,18,M,Borno,Unemployed,17609,True,2022-09-19,Referral
BRW45AE5426,48,M,Katsina,Salaried,451787,True,2022-03-01,Referral
BRW39B63AC7,60,M,Plateau,Gig Worker,51765,True,2023-10-09,Referral
BRWF0FDF26B,18,M,Enugu,Gig Worker,39383,False,2022-05-31,Organic
BRW9C457ED2,38,F,Imo,Unemployed,0,True,2023-01-29,Social Media
BRWDE0AB6D2,37,F,Kano,Unemployed,21991,False,2022-09-16,Referral
BRWB5C55333,33,M,Oyo,Self-Employed,272430,True,2024-02-10,Agent
BRW2027AB37,46,F,Borno,Salaried,413541,True,2022-05-27,Organic
BRW7B3EC739,23,M,Kano,Gig Worker,111620,True,2022-01-02,Organic
BRWB3C3A7F5,49,F,Katsina,Self-Employed,149272,True,2022-06-30,Social Media
BRW3DCFACF9,45,M,Abuja,Salaried,175412,True,2024-04-13,Organic
BRWC2ED3DC5,23,F,Oyo,Gig Worker,126060,False,2024-06-11,Social Media
BRW4E65683C,39,F,Abuja,Self-Employed,267635,True,2023-01-22,Organic
BRWDD60D379,19,M,Imo,Salaried,203092,True,2022-01-10,Organic
BRW8367EEC5,48,F,Lagos,Salaried,385369,True,2023-06-19,Referral
BRW6E6E5513,28,F,Plateau,Self-Employed,292197,True,2024-02-15,Social Media
BRWD5CCD4D8,30,M,Kaduna,Self-Employed,273348,True,2024-08-21,Social Media
BRW29B47EDF,29,M,Kaduna,Self-Employed,295670,True,2022-01-04,Social Media
BRW50DF0916,44,F,Lagos,Gig Worker,136388,True,2024-06-08,Social Media
BRW3BFD5102,61,M,Ogun,Gig Worker,52576,True,2024-06-09,Social Media
BRW99290C01,29,F,Edo,Salaried,414534,True,2023-10-11,Social Media
BRW1EF863BC,19,F,Rivers,Gig Worker,62667,True,2023-02-14,Referral
BRWDBD6E423,51,Unspecified,Edo,Salaried,329625,True,2022-04-13,Referral
BRW704D826A,25,F,Plateau,Salaried,155057,True,2024-05-27,Referral
BRW363A0C55,18,M,Imo,Self-Employed,62830,False,2024-06-14,Social Media
BRW864E4C03,58,M,Rivers,Unemployed,20799,True,2024-08-24,Referral
BRW808004E8,20,M,Plateau,Self-Employed,227633,False,2024-07-13,Social Media
BRW82724B1A,25,M,Plateau,Gig Worker,107285,True,2023-11-13,Organic
BRW50A7B11A,34,F,Kaduna,Gig Worker,31854,False,2024-08-12,Social Media
BRW8C6B6279,59,M,Katsina,Salaried,259949,True,2024-01-13,Social Media
BRW4ABC067B,41,M,Rivers,Self-Employed,264432,True,2022-04-29,Organic
BRWEEA8E37F,20,F,Katsina,Salaried,390483,False,2023-08-10,Social Media
BRWBEEAC8FF,55,M,Ogun,Unemployed,23904,True,2024-05-17,Social Media
BRWCB7FC80A,30,F,Borno,Gig Worker,124532,True,2023-11-11,Referral
BRW9C60DE5E,23,F,Kaduna,Self-Employed,181110,True,2024-08-23,Organic
BRW5E424B2F,23,F,Kano,Gig Worker,39323,True,2024-05-19,Referral
BRW98424257,45,M,Katsina,Self-Employed,120974,True,2024-05-18,Referral
BRW8F6613F6,32,M,Delta,Gig Worker,84883,True,2024-04-09,Social Media
BRW1549615F,53,F,Rivers,Salaried,464123,True,2022-02-23,Agent
BRW3F420BF5,49,M,Edo,Gig Worker,115341,True,2024-05-18,Organic
BRW797DA082,18,F,Kaduna,Self-Employed,150739,True,2023-02-05,Organic
BRW876A4661,46,F,Anambra,Salaried,182284,True,2022-05-15,Social Media
BRW899A9317,51,F,Katsina,Gig Worker,27094,True,2023-11-02,Organic
BRW67679E56,21,F,Rivers,Gig Worker,58152,True,2024-02-06,Organic
BRW5AA36A11,41,F,Imo,Self-Employed,264432,True,2024-05-29,Organic
BRWAA604766,61,M,Lagos,Self-Employed,260636,True,2024-09-24,Social Media
BRWF41779E4,61,F,Ogun,Salaried,350236,True,2022-06-02,Referral
BRWBFE1EE5A,29,M,Oyo,Salaried,206277,True,2024-09-04,Organic
BRW532AF702,47,F,Imo,Gig Worker,149913,True,2023-04-20,Agent
BRW74DE4847,41,M,Lagos,Salaried,422462,True,2022-03-26,Organic
BRW96D744A9,40,F,Ogun,Unemployed,0,True,2023-12-12,Referral
BRWFF5AD29F,51,Unspecified,Katsina,Salaried,333855,True,2023-08-09,Organic
BRWB9939734,26,F,Kano,Gig Worker,133011,True,2023-12-19,Organic
BRWE970998E,35,M,Abuja,Self-Employed,252912,True,2023-08-22,Social Media
BRW0555B346,52,F,Imo,Gig Worker,118763,False,2022-07-05,Agent
BRW7966DB73,44,F,Abuja,Salaried,314478,True,2023-08-12,Organic
BRW99BD9FCF,22,F,Abuja,Self-Employed,263202,False,2023-06-03,Organic
BRW8D8320EE,62,M,Oyo,Salaried,425065,True,2024-08-26,Social Media
BRW6BFB7229,50,M,Enugu,Gig Worker,78316,True,2023-06-20,Agent
BRWF1A680CF,64,M,Abuja,Self-Employed,173848,True,2022-02-15,Organic
BRW106C7A40,22,F,Ogun,Salaried,192833,True,2023-08-29,Social Media
BRW92FE81F5,21,M,Oyo,Self-Employed,59492,True,2024-07-14,Organic
BRW84A77595,31,F,Anambra,Unemployed,0,True,2023-10-07,Referral
BRWABC260AA,64,F,Ogun,Gig Worker,45248,True,2024-04-20,Social Media
BRWD8C1966C,22,Unspecified,Delta,Gig Worker,61465,True,2024-09-14,Referral
BRWDA028530,19,F,Delta,Salaried,137666,True,2023-10-18,Organic
BRWF0C5A363,58,F,Rivers,Gig Worker,39179,True,2022-04-11,Social Media
BRWADC382E1,62,F,Abuja,Self-Employed,67525,True,2024-01-16,Agent
BRW20076FEA,37,M,Katsina,Gig Worker,32522,True,2022-10-16,Social Media
BRWB8EF4D5C,38,M,Borno,Gig Worker,42380,True,2022-12-20,Referral
BRW73BAAC30,43,F,Edo,Gig Worker,92308,True,2023-08-30,Organic
BRW1698E021,18,F,Kano,Self-Employed,80761,True,2024-01-24,Organic
BRWBAF49FAF,59,F,Rivers,Self-Employed,137032,True,2023-03-05,Referral
BRWC4845291,22,M,Delta,Unemployed,0,True,2024-01-06,Agent
BRW5C70C6E7,52,F,Delta,Salaried,125582,True,2024-05-15,Organic
BRWC6A1A3B8,19,M,Ogun,Gig Worker,143845,True,2024-02-01,Organic
BRWA2D789E4,60,F,Delta,Gig Worker,21401,True,2024-08-12,Referral
BRW4CE0BB6A,32,F,Katsina,Self-Employed,217412,True,2022-01-15,Referral
BRWA06FC435,59,M,Anambra,Gig Worker,113606,True,2022-09-08,Agent
BRW4DDF47CD,42,M,Enugu,Unemployed,22305,False,2023-11-22,Agent
BRW7A1B3D4D,49,F,Anambra,Unemployed,0,True,2022-02-22,Social Media
BRWEE675AA6,28,M,Imo,Self-Employed,69683,True,2023-07-07,Agent
BRWF172C271,55,M,Rivers,Salaried,333296,True,2023-10-09,Social Media
BRW96D8BAD6,23,M,Plateau,Salaried,417103,True,2023-04-20,Agent
BRWBF86B92A,54,F,Kaduna,Salaried,83088,True,2022-04-20,Organic
BRW20DE90D6,57,M,Delta,Salaried,265877,True,2022-03-28,Social Media
BRW4417A80B,58,M,Kano,Self-Employed,279366,True,2022-09-14,Organic
BRWFC0CAB80,29,F,Anambra,Salaried,304574,True,2022-04-22,Agent
BRW770753B9,41,M,Delta,Self-Employed,76667,True,2024-06-23,Agent
BRWD241E220,22,M,Delta,Salaried,101105,True,2024-07-11,Organic
BRWF875109F,42,M,Enugu,Unemployed,26798,True,2024-03-30,Referral
BRW3EC23C57,21,F,Anambra,Gig Worker,122280,True,2024-01-30,Referral
BRWC55495DC,28,F,Kano,Salaried,136559,True,2023-05-28,Organic
BRWA2411C4D,43,M,Ogun,Salaried,259380,True,2023-03-21,Social Media
BRW3AA751EB,25,M,Kano,Salaried,304894,True,2022-07-11,Organic
BRW22EC6FAD,49,M,Edo,Gig Worker,111875,True,2023-05-01,Referral
BRW0AA4A0C2,52,F,Rivers,Gig Worker,85841,False,2023-08-29,Referral
BRW4ECA7E6F,21,M,Rivers,Salaried,290387,False,2023-03-13,Organic
BRW2685BC20,23,M,Oyo,Gig Worker,69853,True,2024-09-30,Organic
BRWF22CFE23,26,M,Lagos,Self-Employed,173657,True,2022-10-03,Social Media
BRW829ACFA5,61,M,Lagos,Gig Worker,52370,True,2022-01-01,Organic
BRWF3D0A926,47,M,Ogun,Salaried,327494,True,2022-07-09,Organic
BRW88B6952D,32,M,Lagos,Salaried,138473,True,2024-02-28,Agent
BRW30CE3D2C,26,F,Ogun,Gig Worker,67367,True,2023-01-16,Organic
BRW8A56FCE0,24,F,Kano,Self-Employed,62867,True,2023-09-09,Organic
BRW3317D3A2,37,M,Enugu,Unemployed,26441,False,2022-03-18,Agent
BRW5EC555C5,39,Unspecified,Rivers,Salaried,328616,True,2022-06-07,Organic
BRW6D355D91,22,F,Borno,Self-Employed,106198,False,2024-07-17,Social Media
BRWEF2EE012,27,F,Plateau,Self-Employed,205115,True,2023-05-10,Social Media
BRW82CABA04,60,M,Oyo,Self-Employed,45734,True,2022-05-13,Organic
BRWD7FBFDAB,62,M,Edo,Salaried,443752,True,2023-12-03,Social Media
BRW97DB0662,33,F,Delta,Salaried,309504,True,2023-02-04,Social Media
BRWCEAACD94,24,F,Ogun,Salaried,163887,True,2024-06-19,Agent
BRWEB31A550,33,M,Oyo,Self-Employed,228895,False,2022-10-31,Referral
BRW49033124,35,M,Oyo,Salaried,103914,True,2022-06-01,Agent
BRW50BF1DCD,24,M,Rivers,Salaried,494513,False,2022-08-04,Social Media
BRW4B6F5354,18,Unspecified,Kaduna,Salaried,397277,True,2023-12-24,Agent
BRW583B3B12,24,M,Lagos,Salaried,400592,True,2022-01-11,Referral
BRW9ABBD375,23,M,Imo,Unemployed,0,False,2024-03-07,Agent
BRW03F32251,37,M,Imo,Gig Worker,110192,True,2023-10-04,Referral
BRW6207861D,35,M,Rivers,Gig Worker,48919,True,2024-04-07,Agent
BRW398A7208,29,F,Kaduna,Self-Employed,231315,True,2023-05-06,Organic
BRWDDBF04A7,22,M,Enugu,Salaried,172332,False,2022-07-04,Referral
BRW477555B6,18,F,Imo,Salaried,173183,True,2022-03-13,Organic
BRWF6F0AD39,30,Unspecified,Abuja,Self-Employed,209114,True,2022-05-21,Referral
BRWA372C71B,52,M,Abuja,Self-Employed,139057,False,2024-02-21,Referral
BRWE2B0BD58,60,M,Kano,Salaried,483763,False,2023-09-07,Organic
BRWA2514244,62,F,Edo,Unemployed,0,True,2022-07-27,Organic
BRWF769B098,48,M,Kaduna,Gig Worker,126884,True,2022-09-07,Organic
BRWF44E2873,44,M,Lagos,Self-Employed,72263,True,2022-10-31,Organic
BRWD822B08E,57,F,Lagos,Self-Employed,40317,True,2023-01-30,Organic
BRWE6822A98,41,M,Plateau,Salaried,438831,True,2024-07-12,Organic
BRWADFD542D,22,F,Oyo,Salaried,133339,True,2023-09-23,Social Media
BRWAA46E4F9,27,F,Kano,Unemployed,7778,True,2022-12-09,Social Media
BRW438BB5B6,43,F,Ogun,Salaried,429843,True,2022-12-23,Agent
BRW711953F8,24,F,Borno,Self-Employed,136760,False,2024-03-28,Organic
BRW88DD62E7,18,M,Kano,Unemployed,9870,True,2024-01-09,Referral
BRWD9EBE07B,63,F,Katsina,Gig Worker,34832,True,2022-04-03,Social Media
BRWEE9A85E1,21,M,Delta,Gig Worker,66217,True,2024-09-23,Social Media
BRWA1071556,51,F,Delta,Salaried,422860,True,2023-05-25,Social Media
BRW1C6CC151,33,M,Ogun,Self-Employed,100323,True,2023-06-24,Social Media
BRWADFD271E,44,M,Kaduna,Gig Worker,112155,True,2024-05-21,Organic
BRW4C8DE8D5,35,M,Edo,Unemployed,0,False,2024-03-08,Referral
BRWB8ADFE9F,25,Unspecified,Plateau,Salaried,369145,True,2022-08-04,Referral
BRW253A2C28,19,F,Delta,Salaried,444789,True,2023-12-14,Agent
BRW991DF61B,28,F,Enugu,Gig Worker,106867,False,2024-06-10,Organic
BRWAE92421C,21,M,Ogun,Salaried,208474,False,2023-03-03,Organic
BRWB4A59541,22,M,Oyo,Gig Worker,118055,True,2024-01-10,Social Media
BRWF24A3AD9,50,M,Lagos,Gig Worker,57587,False,2022-02-02,Referral
BRWD017ED15,22,F,Imo,Salaried,287822,False,2023-04-11,Social Media
BRW477F3D6F,53,M,Plateau,Unemployed,0,True,2024-09-23,Organic
BRWFB386BCB,28,F,Rivers,Unemployed,0,True,2024-04-22,Referral
BRWF9A2D565,35,F,Enugu,Gig Worker,127027,True,2023-10-20,Social Media
BRW5B8F2107,28,F,Rivers,Salaried,274761,True,2022-04-17,Organic
BRWB11212F3,38,M,Kano,Gig Worker,23676,True,2022-03-08,Organic
BRWEAB76D79,18,F,Lagos,Unemployed,0,True,2022-03-29,Agent
BRWC97CEFB6,35,M,Lagos,Self-Employed,247152,True,2024-08-24,Social Media
BRWA230E134,63,M,Rivers,Gig Worker,145663,True,2023-02-05,Referral
BRW90850E23,63,M,Plateau,Gig Worker,32763,True,2022-04-14,Social Media
BRW1578D605,49,M,Ogun,Salaried,497369,False,2022-02-08,Organic
BRW33D9CB9A,21,F,Katsina,Self-Employed,272050,True,2022-08-09,Referral
BRWD943817D,41,Unspecified,Anambra,Gig Worker,41108,True,2024-01-17,Referral
BRW42E61B33,34,F,Kaduna,Gig Worker,78652,True,2023-10-01,Agent
BRW5B253046,30,F,Rivers,Gig Worker,121472,True,2023-09-18,Referral
BRWB26A1B38,62,M,Lagos,Self-Employed,170422,True,2024-06-10,Social Media
BRWA557F070,56,M,Abuja,Gig Worker,137327,True,2022-06-23,Agent
BRW67D369CA,22,M,Abuja,Salaried,270488,True,2024-03-01,Social Media
BRW35B6FA0C,64,M,Abuja,Unemployed,19484,False,2023-05-15,Organic
BRW00A464DA,55,F,Imo,Self-Employed,264657,True,2023-01-11,Social Media
BRW6D1CA68B,39,F,Anambra,Salaried,123773,True,2024-06-17,Agent
BRW8209E1B1,43,M,Borno,Self-Employed,208785,True,2024-04-20,Social Media
BRWDDC6A194,21,M,Delta,Salaried,277038,False,2022-08-17,Social Media
BRWEF9108D6,31,M,Anambra,Salaried,324254,False,2023-04-22,Organic
BRW5D3EC4C0,22,F,Rivers,Salaried,288113,True,2022-03-08,Social Media
BRW787B48B3,64,F,Abuja,Self-Employed,224101,True,2022-02-09,Social Media
